sector,name,date,symbol,price_open,price_close,price_high,price_low,high_52wk,low_52wk,market_cap,shares_outstanding,float_shares,weekly_avg_volume,free_float_pct,dividend_yield,eps,net_income_margin,price_to_book,price_to_earnings,peg_ratio
TEXTILE SPINNING,Gadoon Textile Mills Limited,2026-07-22,GADT,277.77,270.03,277.77,270,530,215,7.57B,28.03M,8.41M,8.96K,30,0,43.77,1.72,0.31,6.17,0.53
AUTOMOBILE ASSEMBLER,Ghandhara Automobiles Limited,2026-07-22,GAL,572,573.79,578.5,561.11,633,291,32.71B,57M,22.8M,678.47K,40,1.74,117.24,12.52,1.71,4.89,0
SYNTHETIC & RAYON,Gatron (Industries) Limited,2026-07-22,GATI,84.5,83.41,84.5,83.1,164.64,62.55,9.07B,108.73M,16.31M,8.07K,15,0,-10.67,-4.01,0.77,-7.82,-5.51
TEXTILE COMPOSITE,Gul Ahmed Textile Mills Limited,2026-07-22,GATM,26.8,26.6,27.25,26.5,40.7,16.5,19.69B,740.06M,185.01M,1.16M,25,0,2.72,1.18,0.38,9.79,0.83
CHEMICAL,Ghani Chemical Industries Limited,2026-07-22,GCIL,36.09,35.71,36.99,35.35,40.6,23.81,20.37B,570.45M,228.18M,2.9M,40,0,5.27,33.37,,6.78,
CHEMICAL,Ghani Chemworld Limited,2026-07-22,GCWL,16.28,15.96,16.28,15.9,25.15,11.75,3.99B,250.14M,111.05M,543.99K,44.39,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Ghani Dairies Limited,2026-07-22,GDL,18.67,18.12,18.67,18.1,33,17.98,7.78B,429.2M,107.3M,525.55K,25,,,,,,
MODARABAS,Burj Clean Energy Modaraba(GEM),2026-07-22,GEMBCEM,11.3,11.25,11.3,11.25,14.5,9.64,1.12B,100M,25M,3.23K,25,,,,,,
POWER GENERATION & DISTRIBUTION,Mughal Energy Limited(GEM),2026-07-22,GEMMEL,27.2,24.73,27.2,27.2,39,19.1,4.8B,194.1M,19.41M,1.5,10,,,,,,
MISCELLANEOUS,The Pakistan Credit Rating Agency Ltd,2026-07-22,GEMPACRA,36,39.62,36,36,49,22,2.95B,74.53M,7.45M,101,10,,,,,,
"PAPER, BOARD & PACKAGING",Pak Agro Packaging Limited(GEM),2026-07-22,GEMPAPL,11.75,11.75,11.75,11.75,19,9,235M,20M,15M,1.04K,75,,,,,,
TEXTILE COMPOSITE,Ghazi Fabrics International Limited,2026-07-22,GFIL,30.91,30.8,31.29,30.8,35.18,11.1,1.01B,32.64M,3.26M,20.09K,10,,,,,,
GLASS & CERAMICS,Ghani Global Glass Limited,2026-07-22,GGGL,9.08,8.84,9.17,8.83,14.47,6.7,2.12B,240M,120M,656.16K,50,0,0.54,4.51,0.72,16.5,0.78
CHEMICAL,Ghani Global Holdings Limited,2026-07-22,GGL,24.6,24.84,25.45,24.21,31.31,14.1,8.8B,354.12M,177.06M,3.1M,50,0,9.78,31.53,1.09,2.54,0.05
GLASS & CERAMICS,Ghani Glass Limited,2026-07-22,GHGL,38.8,38.11,38.96,37.51,52.25,27.78,38.1B,999.71M,349.9M,81.77K,35,5.25,6.21,13.11,0.94,6.14,0.24
AUTOMOBILE ASSEMBLER,Ghandhara Industries Limited,2026-07-22,GHNI,1150,1171.38,1178.69,1145,1285.15,590,49.91B,42.61M,14.91M,265.64K,35,0.85,162.33,11.84,2.71,7.22,0.02
FOOD & PERSONAL CARE PRODUCTS,Good Luck Industries Ltd.,2026-07-22,GIL,0,1000,0,0,0,0,0,0,0,0,0,0.3,15.14,0.25,0,66.03,-14.54
PHARMACEUTICALS,GlaxoSmithKline Pakistan Limited,2026-07-22,GLAXO,353,349.18,353,348.49,459.94,293.09,111.2B,318.47M,63.69M,156.86K,20,4.87,33,15.6,3.06,10.58,0.17
MISCELLANEOUS,GOC (Pak) Limited.,2026-07-22,GOC,196,219.28,224.91,190.06,224.91,77,1.61B,7.35M,1.1M,43.45K,15,0.46,4.14,6.12,2.24,52.92,1.76
AUTOMOBILE PARTS & ACCESSORIES,Ghandhara Tyre & Rubber Company Limited,2026-07-22,GTYR,32.97,31.85,33.44,31.52,49.46,22.26,3.88B,121.93M,48.77M,1.75M,40,0,-6.34,-4.84,0.61,-5.02,0.55
GLASS & CERAMICS,Ghani Value Glass Limited,2026-07-22,GVGL,55.52,54.98,55.52,54.99,75,43.65,8.24B,149.94M,29.38M,2.17K,19.59,5.46,6.64,15.54,1.64,8.27,
CEMENT,Gharibwal Cement Limited,2026-07-22,GWLC,49.01,49.03,49.49,48.85,77.96,38.75,19.63B,400.27M,40.03M,122.67K,10,3.06,6.74,12.64,0.72,7.27,0.49
TEXTILE COMPOSITE,Hala Enterprises Limited,2026-07-22,HAEL,29.15,29.32,31.03,28.21,37.96,14.91,381.05M,13M,1.95M,69.76K,15,,,,,,
TEXTILE COMPOSITE,Hafiz Limited,2026-07-22,HAFL,508.02,509.27,515.34,508,629.5,283.58,611.12M,1.2M,42.48K,132.4,3.54,,,,,,
PHARMACEUTICALS,Haleon Pakistan Limited,2026-07-22,HALEON,756,756.74,760.48,755.99,1010,655,88.58B,117.05M,15.74M,37.25K,13.44,3.96,55.96,15.35,6.08,13.52,0.19
AUTOMOBILE ASSEMBLER,Honda Atlas Cars (Pakistan) Limited,2026-07-22,HCAR,241,235.68,241.05,234.37,321,147.5,33.66B,142.8M,28.56M,477.6K,20,3.82,22.64,2.64,1.32,10.41,32.55
AUTOMOBILE ASSEMBLER,Hinopak Motors Limited,2026-07-22,HINO,410.07,400.98,410.07,400.5,634.5,264.69,9.94B,24.8M,2.55M,11.86K,10.28,2.72,21.82,4.92,1.64,18.37,0.25
PHARMACEUTICALS,Highnoon Laboratories Limited,2026-07-22,HINOON,989.99,985.9,999,977,1241,755.56,52.24B,52.98M,21.19M,17.85K,40,5.07,75.63,14.32,3.53,13.04,0.3
PHARMACEUTICALS,Hoechst Pakistan Limited,2026-07-22,HPL,4010.01,4086.92,4049.8,4010.01,4889.99,2925.66,39.42B,9.64M,964.48K,55.4,10,5.87,317.04,9.84,4.43,12.89,0.29
SUGAR & ALLIED INDUSTRIES,Habib Rice Product Limited.,2026-07-22,HRPL,20.7,20.03,20.8,19.92,37,16.51,801.2M,40M,8M,33.89K,20,0,-3.09,-5.61,1.08,-6.49,0.28
OIL & GAS MARKETING COMPANIES,Hi-Tech Lubricants Limited,2026-07-22,HTL,40.98,40.13,40.98,40,66.5,31.01,5.59B,139.2M,34.8M,207.28K,25,0,3.83,1.49,0.85,10.49,1.02
POWER GENERATION & DISTRIBUTION,The Hub Power Company Limited,2026-07-22,HUBC,219.38,217.08,219.88,216.11,249.99,144,281.59B,1.3B,972.87M,2.63M,75,11.52,34.65,63.41,1.24,6.26,-4.97
SYNTHETIC & RAYON,Ibrahim Fibres Limited,2026-07-22,IBFL,295,296,300,295,397.32,176.55,91.91B,310.51M,15.53M,525.2,5,0,-1.49,-0.44,1.6,-198.29,-19.01
PHARMACEUTICALS,IBL HealthCare Limited,2026-07-22,IBLHL,50.57,49.52,51.5,49.3,85.82,36,4.88B,98.53M,24.63M,176.48K,25,0,2.44,5.36,1.96,20.3,5.28
TEXTILE WEAVING,ICC Industries Limited,2026-07-22,ICCI,13.5,14.43,15.03,13.3,17.91,8.61,432.92M,30M,4.5M,87.36K,15,,,,,,
CHEMICAL,Ittehad Chemicals Limted,2026-07-22,ICL,139.8,138.19,139.9,137,176,82.3,13.82B,100M,45M,53.28K,45,2.17,13.74,4.34,1.26,10.06,0.39
TEXTILE SPINNING,Ideal Dynamics Limited,2026-07-22,IDEAL,47.1,47.01,49.98,47,87.7,15.75,466.34M,9.92M,1.49M,10.68K,15,,,,,,
TEXTILE SPINNING,Idrees Textile Mills Limited,2026-07-22,IDRT,39.96,39.66,43,39.3,68.08,19.3,787.36M,19.85M,1.99M,57.87K,10,,,,,,
TEXTILE COMPOSITE,Interloop Limited,2026-07-22,ILP,101.95,99.9,102.6,99.6,110.5,67,140.03B,1.4B,280.34M,859.8K,20,3,8.3,6.45,2.3,12.04,0.2
APPAREL,Image Pakistan Limited,2026-07-22,IMAGE,26.6,26.31,26.8,26.06,32.46,19,6.06B,230.37M,149.74M,628.5K,65,7.6,3.49,17.93,1.25,7.53,
ENGINEERING,International Industries Limited,2026-07-22,INIL,163.5,164.9,167.5,163.05,249,127.3,21.75B,131.88M,59.35M,106.84K,45,3.64,14.32,1.72,0.67,11.52,-3.62
APPAREL,International Knitwear Limited,2026-07-22,INKL,96.89,92.82,96.89,91,126,30.15,898.03M,9.68M,3.87M,3.93K,40,,,,,,
"PAPER, BOARD & PACKAGING",International Packaging Films Limited,2026-07-22,IPAK,36.25,35.76,37,35.51,38,21.02,26.29B,735.21M,220.56M,577.61K,30,1.6,3.81,7.22,2.05,9.39,
REAL ESTATE INVESTMENT TRUST,Image Reit,2026-07-22,IREIT,8.07,8.05,8.1,7.95,13.05,7.26,2.22B,275.86M,96.55M,141.92K,35,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Ismail Industries Limited,2026-07-22,ISIL,1930,1900,1930.01,1900,2370,1725.01,126.08B,66.36M,3.32M,135.4,5,0.26,62.5,3.31,4.55,30.4,0.47
ENGINEERING,International Steels Limited,2026-07-22,ISL,82.22,81.25,82.3,80.51,135,65.45,35.34B,435M,152.25M,243.05K,35,5.54,6.93,3.59,1.38,11.72,-2.81
TECHNOLOGY & COMMUNICATION,Itanz Technologies Limited,2026-07-22,ITANZ,41.69,40.7,41.69,39.81,41.69,39.81,4.83B,118.6M,48.52M,2.19M,40.91,,,,,,
ENGINEERING,Ittefaq Iron Industries Limited,2026-07-22,ITTEFAQ,8.93,8.77,8.93,8.7,12.64,5.75,1.27B,144.34M,93.82M,9.26M,65,0,-3.91,-27.88,0.43,-2.24,
TEXTILE SPINNING,J.A. Textile Mills Limited,2026-07-22,JATM,35,35.76,37.49,35,49.08,14.61,450.62M,12.6M,1.89M,7.68K,15,,,,,,
TEXTILE SPINNING,Janana De Malucho Textile Mills Limited,2026-07-22,JDMT,147,153.23,156,146.02,175,60.1,1.06B,6.92M,2.07M,98.44K,30,,,,,,
SUGAR & ALLIED INDUSTRIES,JDW Sugar Mills Limited,2026-07-22,JDWS,959.98,945,959.99,945,1026,780,54.6B,57.78M,8.67M,197.6,15,5.29,172.77,7.74,1.4,5.47,0.13
SUGAR & ALLIED INDUSTRIES,Jauharabad Sugar Mills Limited,2026-07-22,JSML,61.8,61.4,62,60.61,147.5,40.61,2.1B,34.13M,13.65M,42.32K,40,0,5.89,1.94,0.22,10.42,0.33
PROPERTY,Javedan Corporation Limited,2026-07-22,JVDC,144,140.24,144,140,163.9,65.15,53.41B,380.86M,190.43M,500.87K,50,3.57,10.67,38.34,1.93,13.15,-0.01
GLASS & CERAMICS,Karam Ceramics Limited,2026-07-22,KCL,152.99,141.37,152.99,152,195.69,115.02,2.06B,14.55M,10.91M,124.8,75,,,,,,
POWER GENERATION & DISTRIBUTION,K-Electric Limited,2026-07-22,KEL,7.4,7.22,7.44,7.18,9.58,4.91,199.38B,27.62B,2.76B,18.92M,10,0,0.42,2.19,1.73,17.31,
TEXTILE COMPOSITE,Khyber Textile Mills Limited,2026-07-22,KHYT,2163.07,2114.48,2163.07,2050,2689,1131.01,2.6B,1.23M,20.67K,395,1.68,,,,,,
CEMENT,Kohat Cement Company Limited,2026-07-22,KOHC,93.1,92.77,94.5,91.5,567.99,74,85.28B,919.31M,229.83M,598.84K,25,0,10.62,25.96,1.54,8.73,0.31
POWER GENERATION & DISTRIBUTION,Kohinoor Energy Limited,2026-07-22,KOHE,15.5,15.46,15.7,15.41,23.49,12.33,2.62B,169.46M,67.78M,57.91K,40,0,3.94,15.83,0.58,3.92,-0.37
TEXTILE SPINNING,Kohat Textile Mills Limited,2026-07-22,KOHTM,135,133.73,141,132.05,210,40,2.78B,20.8M,6.24M,172.02K,30,1.5,14.85,3.65,0.57,9.01,0.22
SUGAR & ALLIED INDUSTRIES,Khairpur Sugar Mills Limited,2026-07-22,KPUS,1364.3,1364.3,1578.88,1364.3,2849.99,115.11,21.85B,16.02M,800.88K,16.5K,5,0,5.5,1.09,5.5,248.06,8.03
ENGINEERING,KSB Pumps Company Limited,2026-07-22,KSBP,258,260.61,262.8,257.1,262.8,155.2,8.05B,30.9M,8.37M,524.81K,27.08,0.38,7.14,3.26,1.89,36.5,3.7
TEXTILE COMPOSITE,Kohinoor Textile Mills Limited,2026-07-22,KTML,45,44.65,45.89,44.3,305,37.02,60.12B,1.35B,269.3M,1.53M,20,0.9,7.94,8.01,0.74,5.63,0.18
CHEMICAL,Lucky Core Industries Limited,2026-07-22,LCI,228.5,226.44,229.4,225.25,396,201.17,104.57B,461.8M,92.36M,71.26K,20,5.06,20.25,8.25,1.86,11.18,0.54
LEATHER & TANNERIES,Leather Up Limited,2026-07-22,LEUL,54.3,49.36,55.64,47.51,72.68,25.76,296.16M,6M,1.8M,99.84K,30,,,,,,
PHARMACEUTICALS,Liven Pharma Limited,2026-07-22,LIVEN,36.3,35.94,36.48,35.1,77,27.82,4.06B,113.04M,11.3M,35.23K,10,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Loads Limited,2026-07-22,LOADS,13.5,13.38,13.65,13.35,22.6,10.93,4.97B,371.25M,185.62M,1.05M,50,0,1.07,4.28,0.95,12.54,-0.01
CHEMICAL,Lotte Chemical Pakistan Limited,2026-07-22,LOTCHEM,29.03,29.31,29.56,28.9,34.3,18.41,44.38B,1.51B,378.55M,24.95M,25,22.18,3.09,5.49,2.19,9.48,-3.83
CHEMICAL,Leiner Pak Gelatine Limited,2026-07-22,LPGL,94,92.17,94,90,136,63.01,691.27M,7.5M,1.88M,4.18K,25,,,,,,
CEMENT,Lucky Cement Limited,2026-07-22,LUCK,449,445.15,455,439.5,529.5,339,652.14B,1.47B,439.5M,1.41M,30,0.9,56.88,16.86,1.62,7.83,0.16
"PAPER, BOARD & PACKAGING",MACPAC Films Limited,2026-07-22,MACFL,67.05,69.03,70,65.51,86.98,19.52,4.09B,59.3M,23.72M,311.83K,40,0.72,2.13,1.96,1.76,32.38,7.53
PHARMACEUTICALS,Macter International Limited,2026-07-22,MACTER,288.88,286.92,298,280,443.5,255.1,13.14B,45.81M,18.32M,27.6K,40,1.32,17.8,6.82,3.26,16.12,0.3
OIL & GAS EXPLORATION COMPANIES,Mari Energies Limited,2026-07-22,MARI,645,645.63,654,644,795,544.56,775.16B,1.2B,240.12M,460.67K,20,4.65,57.11,37.45,2.72,11.3,0.49
COMMERCIAL BANKS,Meezan Bank Limited,2026-07-22,MEBL,543,539.49,549.22,538.01,582,349.89,971.38B,1.8B,450.14M,771.38K,25,5.28,50.58,19.77,3.42,10.67,
TEXTILE COMPOSITE,Mehmood Textile Mills Limited,2026-07-22,MEHT,194.99,193.33,197.94,192.5,389,180,5.8B,30M,19.5M,18.92K,65,0,39.74,1.87,0.3,4.86,0.12
"PAPER, BOARD & PACKAGING",Merit Packaging Limited,2026-07-22,MERIT,10.25,10,10.25,9.95,14.69,7.1,2B,199.96M,39.99M,48.32K,20,0,-1.75,-10.52,0.85,-5.72,0.01
FOOD & PERSONAL CARE PRODUCTS,Mitchells Fruit Farms Limited,2026-07-22,MFFL,172,172.59,176.92,172,237,139.66,3.95B,22.88M,3.85M,2.41K,16.82,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Matco Foods Limited,2026-07-22,MFL,41.84,41.71,42.2,41.38,85.73,39.1,5.11B,122.4M,42.84M,194.73K,35,0,4.13,1.98,0.47,10.09,0.21
SUGAR & ALLIED INDUSTRIES,Mirpurkhas Sugar Mills Limited,2026-07-22,MIRKS,36.25,35.26,36.25,35,44.5,22.28,2.35B,66.56M,29.95M,64.94K,45,0,0.03,0.01,0.98,1286.86,18.89
CEMENT,Maple Leaf Cement Factory Limited,2026-07-22,MLCF,93.94,92.16,94.2,91.49,132.99,71,96.54B,1.05B,471.4M,12.66M,45,0,10.74,15.15,1.29,8.58,0.21
TEXTILE SPINNING,Maqbool Textile Mills Limited,2026-07-22,MQTM,31.5,28.61,32,28.29,49,17.97,527.34M,18.43M,4.61M,194.07K,25,0,-79.43,-17.35,1.66,-0.36,0.01
SUGAR & ALLIED INDUSTRIES,Mehran Sugar Mills Limited,2026-07-22,MRNS,64.9,62.79,64.98,62.53,94.01,52.32,4.7B,74.93M,26.22M,25.01K,35,10.35,22.15,14.35,1.01,2.83,
ENGINEERING,Metropolitan Steel Corporation Limited,2026-07-22,MSCL,21.99,20.88,21.99,20.1,46.53,12.05,646.81M,30.98M,7.74M,114.32K,25,,,,,,
AUTOMOBILE ASSEMBLER,Millat Tractors Limited,2026-07-22,MTL,287.65,286.62,291,286.34,636.99,281,114.37B,399.03M,179.56M,171.77K,45,6.11,18.49,12.64,14.79,15.5,0.9
ENGINEERING,Mughal Iron & Steel Industries Limited,2026-07-22,MUGHAL,79.78,79.39,80.45,78.51,113.99,59,26.65B,335.63M,117.47M,654.2K,35,0,6.37,2.8,0.88,12.46,0.85
MISCELLANEOUS,Mandviwala Mauser Plastic Industries,2026-07-22,MWMP,64.98,62.99,64.98,61,170.95,30.1,1.81B,28.75M,7.19M,12.23K,25,,,,,,
TEXTILE SPINNING,Nadeem Textile Mills Limited,2026-07-22,NATM,77,85.16,77,77,92.94,77,1.81B,21.27M,1.06M,1,5,0,-53.59,-51.27,0.83,-1.59,0.05
FOOD & PERSONAL CARE PRODUCTS,Nestle Pakistan Limited,2026-07-22,NESTLE,7652,7688.13,7694.98,7651.95,10524.97,7000,348.65B,45.35M,4.53M,117.6,10,7.24,393.76,8.81,12.97,19.52,1.29
TECHNOLOGY & COMMUNICATION,NetSol Technologies Limited,2026-07-22,NETSOL,120.3,120.2,121.5,120,164.59,87.66,10.8B,89.84M,26.95M,155.64K,30,0,32.29,21.96,0.86,3.72,0.09
TEXTILE COMPOSITE,Nishat Mills Limited,2026-07-22,NML,141.48,141.02,144.1,140.25,208.4,120,49.58B,351.6M,158.22M,2.02M,45,1.42,33.41,5.75,0.29,4.22,1.49
SUGAR & ALLIED INDUSTRIES,Noon Sugar Mills Limited,2026-07-22,NONS,101,100.09,102.45,99,157.1,70.02,1.65B,16.52M,3.3M,5.58K,20,4,39.15,4.55,0.79,2.56,0.18
REFINERY,National Refinery Limited,2026-07-22,NRL,408.97,410.03,422.5,406.01,477.45,224,32.79B,79.97M,26.31M,3.51M,32.91,0,108.68,2.33,0.55,3.77,0.01
CHEMICAL,Nimir Resins Limited,2026-07-22,NRSL,32.25,32.93,33.99,32.25,40.24,20.6,4.65B,141.32M,42.4M,13.55K,30,0,2.09,2.61,1.28,15.73,1.37
SYNTHETIC & RAYON,The National Silk & Rayon Mills Limited,2026-07-22,NSRM,362.31,296.43,362.31,296.43,362.31,84.01,4.61B,15.55M,777.66K,15.38K,5,0,6.79,4.51,2.88,43.68,0.28
TECHNOLOGY & COMMUNICATION,Octopus Digital Limited,2026-07-22,OCTOPUS,32.39,31.66,32.39,31.64,60.89,24.35,4.98B,157.26M,47.18M,87.7K,30,,,,,,
OIL & GAS EXPLORATION COMPANIES,Oil & Gas Development Company Limited,2026-07-22,OGDC,315.84,316.29,319,313,352,222.05,1.36T,4.3B,645.14M,3.66M,15,5.06,36.17,39.85,0.97,8.74,0.76
MODARABAS,OLP Modaraba,2026-07-22,OLPM,24.95,25,25,24.73,25.98,19,1.13B,45.38M,34.04M,12.2K,75,10,3.44,9.88,0.85,7.28,-1.83
MISCELLANEOUS,Olympia Mills Limited,2026-07-22,OML,139.99,143.19,143.19,135,143.19,25.8,1.72B,12M,1.2M,68.9K,10,,,,,,
MODARABAS,Orient Rental Mod,2026-07-22,ORM,10.54,10.48,10.54,10.25,16.79,9.2,786M,75M,26.25M,35.44K,35,,,,,,
PHARMACEUTICALS,Otsuka Pakistan Limited,2026-07-22,OTSU,411.1,402.46,418.22,400,447.94,254.95,4.87B,12.1M,3.02M,23.77K,25,0,28.78,8.39,4.53,13.99,1.87
CABLE & ELECTRICAL GOODS,Pak Elektron Limited,2026-07-22,PAEL,43.15,42.04,43.49,41.8,64.6,32.01,38.83B,923.65M,508.01M,5.63M,55,0,4.46,5.86,0.77,9.42,0.33
TECHNOLOGY & COMMUNICATION,Pak Datacom Limited,2026-07-22,PAKD,125.23,122.83,128.48,122,247.74,85.01,1.46B,11.86M,5.06M,4.29K,42.63,,,,,,
CHEMICAL,Pakistan Oxygen Limited,2026-07-22,PAKOXY,291,285,298,284,356.68,206,24.83B,87.12M,21.78M,5.57K,25,0,22.58,14.35,2,12.62,0.15
INSURANCE,Pak Qatar Family Takaful Limited,2026-07-22,PAKQATAR,21.18,20.99,21.5,20.75,29.4,15.24,4.84B,230.71M,80.75M,478.5K,35,,,,,,
TRANSPORT,Pakistan International Bulk Terminal,2026-07-22,PIBTL,16.62,16.41,16.75,16.35,22.97,9.33,29.31B,1.79B,803.74M,6.82M,45,0,1.18,14.81,1.67,13.92,7.82
TRANSPORT,Pakistan International Container,2026-07-22,PICT,54.45,58.28,58.5,54,59.75,23.65,6.36B,109.15M,21.83M,1.15M,20,0,-1.17,-1281.2,4.7,-49.65,2.38
MODARABAS,Popular Islamic Modaraba,2026-07-22,PIM,21.71,23.03,23.38,21.71,31.33,16.16,460.6M,20M,1M,14.47K,5,,,,,,
CEMENT,Pioneer Cement Limited,2026-07-22,PIOC,297,300.24,312.9,292.8,427.5,200.01,68.2B,227.15M,34.07M,1.15M,15,3.33,24.32,14.8,1.35,12.34,0.19
"PAPER, BOARD & PACKAGING",Packages Limited,2026-07-22,PKGS,795.01,786.51,799.97,785,855,611.01,70.3B,89.38M,17.88M,6.86K,20,2.03,-9.43,-0.43,1.07,-83.4,-3.58
SUGAR & ALLIED INDUSTRIES,The Premier Sugar Mills,2026-07-22,PMRS,530,552.5,552.5,503,835,260.27,2.07B,3.75M,387.66K,1.38K,10.34,0,-300.03,-3.27,0.47,-1.84,-0.11
VANASPATI & ALLIED INDUSTRIES,Punjab Oil Mills Limited,2026-07-22,POML,167.99,167.79,169,166,240.95,113.11,1.3B,7.76M,3.11M,5.56K,40,,,,,,
CEMENT,Power Cement Limited,2026-07-22,POWER,21.21,20.74,21.21,20.4,24.26,13.75,26.77B,1.29B,452.11M,916.4K,35.03,0,2.24,8.78,1.13,9.25,0.15
OIL & GAS EXPLORATION COMPANIES,Pakistan Petroleum Limited,2026-07-22,PPL,219,216.84,220,214.88,284.6,164.5,590.01B,2.72B,669.51M,3.65M,24.61,3.92,28.99,33.84,0.79,7.48,
"PAPER, BOARD & PACKAGING",Pakistan Paper Products Limited,2026-07-22,PPP,136,135,136,132,279,91,1.08B,8M,4M,3.44K,50,3.7,17.67,7.84,0.59,7.64,0.31
INSURANCE,Pak Qatar General Takaful Limited,2026-07-22,PQGTL,14.51,14.39,14.74,14.2,19.8,10.25,1.45B,101.11M,40.44M,120.81K,40,,,,,,
FOOD & PERSONAL CARE PRODUCTS,At-Tahur Limited,2026-07-22,PREMA,31.15,30.61,31.15,30.5,56.38,23,6.69B,218.64M,65.59M,575.73K,30,0,2.73,9.01,1.1,11.2,0.24
REFINERY,Pakistan Refinery Limited,2026-07-22,PRL,48.5,50.86,51.99,48,53.74,23.2,32.04B,630M,227.29M,37.73M,36.08,0,19.07,3.89,0.83,2.67,0.02
MISCELLANEOUS,Pakistan Services Limited,2026-07-22,PSEL,908.89,893.68,917.49,886.55,1635,799,29.07B,32.52M,30.82M,728.2,94.76,0,5.58,1.22,0.65,160.14,5.5
OIL & GAS MARKETING COMPANIES,Pakistan State Oil Company Limited,2026-07-22,PSO,346.94,345.26,349,344.2,506.75,320.11,162.09B,469.47M,234.74M,1.85M,50,2.9,92.73,1.35,0.56,3.72,0.03
SYNTHETIC & RAYON,Pakistan Synthetics Limited,2026-07-22,PSYL,145,137.21,146,137.1,158,52.26,19.03B,138.7M,6.93M,1.04K,5,0,3.38,3.07,3.79,40.55,1.14
AUTOMOBILE PARTS & ACCESSORIES,Panther Tyres Ltd.,2026-07-22,PTL,55.2,53.47,55.2,53,65.88,45.12,8.98B,168M,42M,2.15M,25,7.48,6.4,3.09,1.11,8.36,
TECHNOLOGY & COMMUNICATION,Quantum Data Technologies Limited,2026-07-22,QTECH,51.05,49.93,51.9,49.7,57.8,23.1,6.07B,121.58M,30.39M,1.87M,25,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Quice Food Industries Limited,2026-07-22,QUICE,33.2,32.95,33.88,32.7,46.06,7.51,3.24B,98.46M,68.92M,285.62K,70,,,,,,
TEXTILE COMPOSITE,Redco Textiles Limited,2026-07-22,REDCO,30.15,29.99,30.5,29,40.4,14.9,1.48B,49.29M,2.46M,7.46K,5,,,,,,
TEXTILE COMPOSITE,Reliance Weaving Mills Limited,2026-07-22,REWM,207,174.65,207,174.62,244.05,96.02,5.38B,30.81M,10.78M,6.79K,35,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Rafhan Maize Products Company Limited,2026-07-22,RMPL,9440,9204.59,9440,9200,13565.64,8500,85.02B,9.24M,461.82K,107.8,5,5.15,715.93,9.02,2.73,12.86,3.24
"PAPER, BOARD & PACKAGING",Roshan Packages Limited,2026-07-22,RPL,16.8,16.7,16.99,16.41,25.05,12,2.37B,141.9M,44.42M,400.23K,31.3,0,0.13,0.16,0.27,132.54,-35.78
SYNTHETIC & RAYON,Rupali Polyester Limited,2026-07-22,RUPL,30,30.49,30.64,30,42.79,23.11,1.04B,34.07M,10.22M,1.41K,30,0,-20.94,-21.91,0.18,-1.46,0.03
SUGAR & ALLIED INDUSTRIES,Sanghar Sugar Mills Limited,2026-07-22,SANSM,120.25,121.59,129.9,120.25,148.99,41,1.45B,11.95M,6.57M,78.75,55,0,15.39,3.07,0.45,7.9,0.07
TEXTILE COMPOSITE,Sapphire Textile Mills Limited,2026-07-22,SAPT,1430.01,1465.95,1499.89,1416.02,1606,1164,31.8B,21.69M,2.17M,20.6,10,0.68,387.04,5.77,0.39,3.79,0.25
CHEMICAL,Sardar Chemical Industries Limited,2026-07-22,SARC,103,100.29,105.9,99.99,120.32,46.68,601.74M,6M,2.7M,32.64K,45,,,,,,
SUGAR & ALLIED INDUSTRIES,Sindh Abadgars Sugar Mills Limited,2026-07-22,SASML,398,388.91,398,385,469.49,70.9,4.05B,10.43M,2.61M,164.6,25,0.51,6.09,1.12,1.51,63.9,2.23
AUTOMOBILE ASSEMBLER,Sazgar Engineering Works Limited,2026-07-22,SAZEW,1964,1948.27,1985,1942,2487,1245.52,117.77B,60.45M,21.16M,105.72K,35,3.59,303.75,12.89,3.31,6.41,0
FOOD & PERSONAL CARE PRODUCTS,Shield Corporation Limited,2026-07-22,SCL,750,750.07,754.99,750,1125,288,2.93B,3.9M,195K,74.4,5,0,-53.91,-8.05,9.44,-13.91,1.05
PHARMACEUTICALS,The Searle Company Limited,2026-07-22,SEARL,90.71,90.42,91.7,90,137.44,76.37,53.19B,588.22M,294.11M,1.77M,50,0,2.04,6.01,1.55,44.41,182.25
POWER GENERATION & DISTRIBUTION,Sitara Energy Limited,2026-07-22,SEL,29.48,29.25,30.21,29.07,45.56,11.01,558.44M,19.09M,10.5M,14.59K,55,,,,,,
TECHNOLOGY & COMMUNICATION,Select Technologies Limited,2026-07-22,SELECT,29,28.75,29.39,28.6,33.6,28.6,25.56B,888.89M,88.89M,1.38M,10,,,,,,
TEXTILE SPINNING,Service Industries Textiles Limited,2026-07-22,SERT,46.62,49.24,54.38,46.42,84.49,19.17,678.9M,13.79M,2.07M,753.69K,15,,,,,,
LEATHER & TANNERIES,Service GlobalFootwear Limited,2026-07-22,SGF,115.06,116.07,117.1,115,141.89,71.51,23.96B,206.47M,51.62M,120.55K,25,1.72,11.16,12.03,2.7,10.4,
