sector,name,date,symbol,price_open,price_close,price_high,price_low,high_52wk,low_52wk,market_cap,shares_outstanding,float_shares,weekly_avg_volume,free_float_pct,dividend_yield,eps,net_income_margin,price_to_book,price_to_earnings,peg_ratio
AUTOMOBILE ASSEMBLER,Honda Atlas Cars (Pakistan) Limited,2026-07-20,HCAR,238,240.47,244.49,236,321,147.5,34.34B,142.8M,28.56M,856.02K,20,3.74,22.64,2.64,1.35,10.62,32.55
AUTOMOBILE ASSEMBLER,Hinopak Motors Limited,2026-07-20,HINO,417.89,411.13,417.89,400.02,634.5,264.69,10.2B,24.8M,2.55M,15.86K,10.28,2.65,21.82,4.92,1.68,18.84,0.27
PHARMACEUTICALS,Highnoon Laboratories Limited,2026-07-20,HINOON,980.13,988.58,990,960.01,1241,755.56,52.38B,52.98M,21.19M,26.16K,40,5.06,75.63,14.32,3.54,13.07,0.29
PHARMACEUTICALS,Hoechst Pakistan Limited,2026-07-20,HPL,4029.51,4032.14,4097.9,4006,4889.99,2925.66,38.89B,9.64M,964.48K,66.4,10,5.95,317.04,9.84,4.37,12.72,0.28
SUGAR & ALLIED INDUSTRIES,Habib Rice Product Limited.,2026-07-20,HRPL,20.07,20.1,20.39,20.07,37,16.51,804M,40M,8M,68.45K,20,0,-3.09,-5.61,1.08,-6.51,0.28
OIL & GAS MARKETING COMPANIES,Hi-Tech Lubricants Limited,2026-07-20,HTL,39.54,41.02,41.15,39.51,66.5,31.01,5.71B,139.2M,34.8M,565.68K,25,0,3.83,1.49,0.87,10.72,1
POWER GENERATION & DISTRIBUTION,The Hub Power Company Limited,2026-07-20,HUBC,216,218.94,219.88,215.11,249.99,144,284B,1.3B,972.87M,3.33M,75,11.42,34.65,63.41,1.25,6.32,-4.91
SYNTHETIC & RAYON,Ibrahim Fibres Limited,2026-07-20,IBFL,285,297.62,299,285,397.32,176.55,92.41B,310.51M,15.53M,1.8K,5,0,-1.49,-0.44,1.61,-199.37,-18.81
PHARMACEUTICALS,IBL HealthCare Limited,2026-07-20,IBLHL,51,50.8,51.47,50.02,85.82,36,5.01B,98.53M,24.63M,167.83K,25,0,2.44,5.36,2.01,20.82,5.24
TEXTILE WEAVING,ICC Industries Limited,2026-07-20,ICCI,12.7,13.3,13.99,12.7,17.91,8.61,399.01M,30M,4.5M,35.72K,15,,,,,,
CHEMICAL,Ittehad Chemicals Limted,2026-07-20,ICL,138.99,137.84,138.99,132,176,82.06,13.78B,100M,45M,85.62K,45,2.18,13.74,4.34,1.26,10.03,0.39
TEXTILE SPINNING,Ideal Dynamics Limited,2026-07-20,IDEAL,50,49.5,54.8,49.28,87.7,15.75,491.04M,9.92M,1.49M,16.71K,15,,,,,,
TEXTILE SPINNING,Idrees Textile Mills Limited,2026-07-20,IDRT,37.25,37.93,38.89,36,68.08,19.3,753.02M,19.85M,1.99M,27.27K,10,,,,,,
TEXTILE COMPOSITE,Interloop Limited,2026-07-20,ILP,99,100.46,100.78,98,110.5,67,140.82B,1.4B,280.34M,1.03M,20,2.99,8.3,6.45,2.31,12.11,0.19
APPAREL,Image Pakistan Limited,2026-07-20,IMAGE,26.6,26.7,26.95,26.11,32.46,19,6.15B,230.37M,149.74M,787.17K,65,7.49,3.49,17.93,1.27,7.64,
ENGINEERING,International Industries Limited,2026-07-20,INIL,167.99,166.33,169,162.5,249,127.3,21.94B,131.88M,59.35M,151.24K,45,3.61,14.32,1.72,0.68,11.62,-3.71
APPAREL,International Knitwear Limited,2026-07-20,INKL,94.99,93.27,99.5,91.19,126,30.15,902.39M,9.68M,3.87M,4.03K,40,,,,,,
"PAPER, BOARD & PACKAGING",International Packaging Films Limited,2026-07-20,IPAK,35.65,35.84,35.97,35.45,38,21.02,26.35B,735.21M,220.56M,488.83K,30,1.59,3.81,7.22,2.06,9.42,
REAL ESTATE INVESTMENT TRUST,Image Reit,2026-07-20,IREIT,8.05,8.03,8.05,7.92,13.05,7.26,2.22B,275.86M,96.55M,501.06K,35,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Ismail Industries Limited,2026-07-20,ISIL,1967,1936.95,1967,1967,2370,1725.01,128.53B,66.36M,3.32M,332.2,5,0.26,62.5,3.31,4.64,30.99,0.47
ENGINEERING,International Steels Limited,2026-07-20,ISL,82.5,82.48,82.9,80.01,135,65.45,35.88B,435M,152.25M,301K,35,5.46,6.93,3.59,1.4,11.9,-2.78
TECHNOLOGY & COMMUNICATION,Itanz Technologies Limited,2026-07-20,ITANZ,39.8,40.8,41.9,39.1,41.9,39.1,4.84B,118.6M,48.52M,2.12M,40.91,,,,,,
ENGINEERING,Ittefaq Iron Industries Limited,2026-07-20,ITTEFAQ,9.01,8.85,9.09,8.69,12.64,5.75,1.28B,144.34M,93.82M,11.21M,65,0,-3.91,-27.88,0.44,-2.26,
TEXTILE SPINNING,J.A. Textile Mills Limited,2026-07-20,JATM,36,35,36.9,34.52,49.08,14.61,441.04M,12.6M,1.89M,11.74K,15,,,,,,
TEXTILE SPINNING,Janana De Malucho Textile Mills Limited,2026-07-20,JDMT,141.07,148.48,152.98,140.02,175,60.1,1.03B,6.92M,2.07M,82.67K,30,,,,,,
SUGAR & ALLIED INDUSTRIES,JDW Sugar Mills Limited,2026-07-20,JDWS,913.55,951.02,989,913.55,1026,780,54.95B,57.78M,8.67M,264.4,15,5.26,172.77,7.74,1.41,5.5,0.13
SUGAR & ALLIED INDUSTRIES,Jauharabad Sugar Mills Limited,2026-07-20,JSML,62.87,62.51,62.87,61.02,147.5,40.61,2.13B,34.13M,13.65M,83.98K,40,0,5.89,1.94,0.23,10.61,0.33
PROPERTY,Javedan Corporation Limited,2026-07-20,JVDC,143.1,144.75,145,141,163.9,65.15,55.13B,380.86M,190.43M,860.49K,50,3.45,10.67,38.34,1.99,13.57,-0.01
GLASS & CERAMICS,Karam Ceramics Limited,2026-07-20,KCL,0,141.37,0,0,195.69,0,2.06B,14.55M,10.91M,257,75,,,,,,
POWER GENERATION & DISTRIBUTION,K-Electric Limited,2026-07-20,KEL,7.29,7.28,7.31,7.1,9.58,4.91,201.04B,27.62B,2.76B,31.15M,10,0,0.42,2.19,1.75,17.46,
TEXTILE COMPOSITE,Khyber Textile Mills Limited,2026-07-20,KHYT,2259.95,2071.22,2260,2000.1,2689,1131.01,2.54B,1.23M,20.67K,441.4,1.68,,,,,,
CEMENT,Kohat Cement Company Limited,2026-07-20,KOHC,96.79,95.11,96.79,90.9,567.99,74,87.44B,919.31M,229.83M,728.98K,25,0,10.62,25.96,1.58,8.95,0.31
POWER GENERATION & DISTRIBUTION,Kohinoor Energy Limited,2026-07-20,KOHE,15.56,15.75,15.99,15.44,23.49,12.33,2.67B,169.46M,67.78M,72.51K,40,0,3.94,15.83,0.59,3.99,-0.38
TEXTILE SPINNING,Kohat Textile Mills Limited,2026-07-20,KOHTM,135.35,139,143.99,126.22,210,40,2.89B,20.8M,6.24M,195.46K,30,1.44,14.85,3.65,0.6,9.36,0.22
SUGAR & ALLIED INDUSTRIES,Khairpur Sugar Mills Limited,2026-07-20,KPUS,1684.32,1684.32,1684.32,1684.32,2849.99,115.11,26.98B,16.02M,800.88K,13.13K,5,0,5.5,1.09,6.79,306.25,9.91
ENGINEERING,KSB Pumps Company Limited,2026-07-20,KSBP,242.9,254.82,255.6,239.7,257,155.2,7.87B,30.9M,8.37M,407.16K,27.08,0.39,7.14,3.26,1.85,35.69,3.49
TEXTILE COMPOSITE,Kohinoor Textile Mills Limited,2026-07-20,KTML,46,45.5,46.43,44.11,305,37.02,61.27B,1.35B,269.3M,1.47M,20,0.88,7.94,8.01,0.76,5.73,0.19
CHEMICAL,Lucky Core Industries Limited,2026-07-20,LCI,229.99,229.94,231.25,228.05,396,201.17,106.19B,461.8M,92.36M,70.92K,20,4.98,20.25,8.25,1.89,11.36,0.55
LEATHER & TANNERIES,Leather Up Limited,2026-07-20,LEUL,40.06,45.98,45.98,40.06,72.68,25.76,275.88M,6M,1.8M,23.39K,30,,,,,,
PHARMACEUTICALS,Liven Pharma Limited,2026-07-20,LIVEN,36.5,36.31,36.5,36.02,79.8,27.82,4.1B,113.04M,11.3M,35.93K,10,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Loads Limited,2026-07-20,LOADS,13.53,13.62,13.68,13.25,22.6,10.93,5.06B,371.25M,185.62M,1.36M,50,0,1.07,4.28,0.97,12.76,-0.01
CHEMICAL,Lotte Chemical Pakistan Limited,2026-07-20,LOTCHEM,28.89,29.65,29.91,28.35,34.3,18.41,44.9B,1.51B,378.55M,25.69M,25,21.92,3.09,5.49,2.21,9.59,-3.81
CHEMICAL,Leiner Pak Gelatine Limited,2026-07-20,LPGL,91.98,91.88,91.98,86.5,136,63.01,689.1M,7.5M,1.88M,4.99K,25,,,,,,
CEMENT,Lucky Cement Limited,2026-07-20,LUCK,441,446.42,448.4,436.72,529.5,339,654.01B,1.47B,439.5M,1.68M,30,0.9,56.88,16.86,1.62,7.85,0.15
"PAPER, BOARD & PACKAGING",MACPAC Films Limited,2026-07-20,MACFL,67,68.65,69.7,65.5,86.98,19.52,4.07B,59.3M,23.72M,1.05M,40,0.73,2.13,1.96,1.75,32.2,7.48
PHARMACEUTICALS,Macter International Limited,2026-07-20,MACTER,283.9,287.46,295,275,443.5,255.1,13.17B,45.81M,18.32M,25.81K,40,1.32,17.8,6.82,3.26,16.15,0.29
OIL & GAS EXPLORATION COMPANIES,Mari Energies Limited,2026-07-20,MARI,650,650.12,651.9,645.53,795,544.56,780.55B,1.2B,240.12M,588.21K,20,4.61,57.11,37.45,2.74,11.38,0.49
COMMERCIAL BANKS,Meezan Bank Limited,2026-07-20,MEBL,539.79,540,542,535,582,349.89,972.3B,1.8B,450.14M,1.06M,25,5.28,50.58,19.77,3.42,10.68,
TEXTILE COMPOSITE,Mehmood Textile Mills Limited,2026-07-20,MEHT,199.79,192.72,199.79,190,389,190,5.78B,30M,19.5M,16.65K,65,0,39.74,1.87,0.3,4.85,0.12
"PAPER, BOARD & PACKAGING",Merit Packaging Limited,2026-07-20,MERIT,9.78,9.88,9.94,9.65,14.69,7.1,1.98B,199.96M,39.99M,131.66K,20,0,-1.75,-10.52,0.84,-5.65,0.01
FOOD & PERSONAL CARE PRODUCTS,Mitchells Fruit Farms Limited,2026-07-20,MFFL,173.7,172.16,173.7,168.51,237,139.66,3.94B,22.88M,3.85M,2.09K,16.82,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Matco Foods Limited,2026-07-20,MFL,41.9,41.96,42.49,41.52,85.73,39.1,5.14B,122.4M,42.84M,302.92K,35,0,4.13,1.98,0.47,10.15,0.21
SUGAR & ALLIED INDUSTRIES,Mirpurkhas Sugar Mills Limited,2026-07-20,MIRKS,35.49,35.32,36.39,33.1,44.5,22.28,2.35B,66.56M,29.95M,65.68K,45,0,0.03,0.01,0.98,1289.05,19.12
CEMENT,Maple Leaf Cement Factory Limited,2026-07-20,MLCF,93.5,96.36,96.89,92.55,132.99,71,100.94B,1.05B,471.4M,14.69M,45,0,10.74,15.15,1.34,8.97,0.21
TEXTILE SPINNING,Maqbool Textile Mills Limited,2026-07-20,MQTM,37.39,33.43,40,33.43,49,17.97,616.18M,18.43M,4.61M,209.3K,25,0,-79.43,-17.35,1.94,-0.42,0.01
SUGAR & ALLIED INDUSTRIES,Mehran Sugar Mills Limited,2026-07-20,MRNS,63.05,63.62,63.98,63.05,94.01,52.32,4.77B,74.93M,26.22M,35.48K,35,10.22,22.15,14.35,1.02,2.87,
ENGINEERING,Metropolitan Steel Corporation Limited,2026-07-20,MSCL,23.61,22.03,24.8,21.81,46.53,12.05,682.43M,30.98M,7.74M,189.19K,25,,,,,,
AUTOMOBILE ASSEMBLER,Millat Tractors Limited,2026-07-20,MTL,281,285.12,289,281,636.99,281,113.77B,399.03M,179.56M,248.43K,45,6.14,18.49,12.64,14.71,15.42,0.91
ENGINEERING,Mughal Iron & Steel Industries Limited,2026-07-20,MUGHAL,81,81.45,81.7,80.19,113.99,59,27.34B,335.63M,117.47M,747.35K,35,0,6.37,2.8,0.9,12.78,0.86
MISCELLANEOUS,Mandviwala Mauser Plastic Industries,2026-07-20,MWMP,60.03,63.89,63.9,60,170.95,30.1,1.84B,28.75M,7.19M,22.84K,25,,,,,,
TEXTILE SPINNING,Nadeem Textile Mills Limited,2026-07-20,NATM,77,85.16,77,77,92.94,77,1.81B,21.27M,1.06M,1,5,0,-53.59,-51.27,0.83,-1.59,0.05
FOOD & PERSONAL CARE PRODUCTS,Nestle Pakistan Limited,2026-07-20,NESTLE,7684.75,7579.23,7684.75,7500,10524.97,7000,343.71B,45.35M,4.53M,125.6,10,7.35,393.76,8.81,12.79,19.25,1.28
TECHNOLOGY & COMMUNICATION,NetSol Technologies Limited,2026-07-20,NETSOL,120.02,120.27,120.99,118.2,164.59,87.66,10.8B,89.84M,26.95M,318.39K,30,0,32.29,21.96,0.86,3.73,0.09
TEXTILE COMPOSITE,Nishat Mills Limited,2026-07-20,NML,144.19,143.94,144.4,140.35,208.4,120,50.61B,351.6M,158.22M,1.78M,45,1.39,33.41,5.75,0.29,4.31,1.5
SUGAR & ALLIED INDUSTRIES,Noon Sugar Mills Limited,2026-07-20,NONS,98.02,99.19,101.5,98,157.1,70.02,1.64B,16.52M,3.3M,23K,20,4.03,39.15,4.55,0.78,2.53,0.18
REFINERY,National Refinery Limited,2026-07-20,NRL,390,430.35,432.9,390,477.45,224,34.41B,79.97M,26.31M,2.65M,32.91,0,108.68,2.33,0.58,3.96,0.01
CHEMICAL,Nimir Resins Limited,2026-07-20,NRSL,33.89,33.88,33.89,33.5,40.24,20.6,4.79B,141.32M,42.4M,13.3K,30,0,2.09,2.61,1.32,16.19,1.43
SYNTHETIC & RAYON,The National Silk & Rayon Mills Limited,2026-07-20,NSRM,274,299.43,299.43,244.99,299.43,84.01,4.66B,15.55M,777.66K,11.78K,5,0,6.79,4.51,2.91,44.12,0.23
TECHNOLOGY & COMMUNICATION,Octopus Digital Limited,2026-07-20,OCTOPUS,32,31.91,32,31.33,60.89,24.35,5.02B,157.26M,47.18M,129.7K,30,,,,,,
OIL & GAS EXPLORATION COMPANIES,Oil & Gas Development Company Limited,2026-07-20,OGDC,315.68,318.22,320,313.1,352,221.01,1.37T,4.3B,645.14M,4.77M,15,5.03,36.17,39.85,0.97,8.8,0.75
MODARABAS,OLP Modaraba,2026-07-20,OLPM,25,25.22,25.22,24.5,25.98,19,1.14B,45.38M,34.04M,16.96K,75,9.91,3.44,9.88,0.86,7.34,-1.83
MISCELLANEOUS,Olympia Mills Limited,2026-07-20,OML,109.99,118.34,118.34,105,118.34,25.8,1.42B,12M,1.2M,77.3K,10,,,,,,
MODARABAS,Orient Rental Mod,2026-07-20,ORM,10.57,10.42,10.57,10.35,16.79,9.2,781.5M,75M,26.25M,42.3K,35,,,,,,
PHARMACEUTICALS,Otsuka Pakistan Limited,2026-07-20,OTSU,400,403.41,406.75,391,447.94,254.95,4.88B,12.1M,3.02M,23.54K,25,0,28.78,8.39,4.54,14.02,1.82
CABLE & ELECTRICAL GOODS,Pak Elektron Limited,2026-07-20,PAEL,41,41.77,41.94,40.7,64.6,32.01,38.58B,923.65M,508.01M,6.16M,55,0,4.46,5.86,0.77,9.36,0.32
TECHNOLOGY & COMMUNICATION,Pak Datacom Limited,2026-07-20,PAKD,126.4,127.96,128,124.11,247.9,85.01,1.52B,11.86M,5.06M,5.21K,42.63,,,,,,
CHEMICAL,Pakistan Oxygen Limited,2026-07-20,PAKOXY,287,295.94,296,281,356.68,206,25.78B,87.12M,21.78M,1.94K,25,0,22.58,14.35,2.08,13.1,0.15
INSURANCE,Pak Qatar Family Takaful Limited,2026-07-20,PAKQATAR,21.75,21.57,21.99,21.25,29.4,15.24,4.98B,230.71M,80.75M,604.75K,35,,,,,,
TRANSPORT,Pakistan International Bulk Terminal,2026-07-20,PIBTL,16.5,16.81,16.9,16.05,22.97,9.33,30.02B,1.79B,803.74M,10.71M,45,0,1.18,14.81,1.71,14.26,7.71
TRANSPORT,Pakistan International Container,2026-07-20,PICT,50.75,50.1,51.4,49,59.75,23.65,5.47B,109.15M,21.83M,407.23K,20,0,-1.17,-1281.2,4.04,-42.68,2.05
MODARABAS,Popular Islamic Modaraba,2026-07-20,PIM,22.3,25.11,26.95,22.15,31.33,16.16,502.2M,20M,1M,14.27K,5,,,,,,
CEMENT,Pioneer Cement Limited,2026-07-20,PIOC,274.95,296.62,302,274.3,427.5,200.01,67.38B,227.15M,34.07M,775.23K,15,3.37,24.32,14.8,1.34,12.19,0.18
"PAPER, BOARD & PACKAGING",Packages Limited,2026-07-20,PKGS,799.99,802.49,848,790,855,611.01,71.73B,89.38M,17.88M,8.04K,20,1.99,-9.43,-0.43,1.09,-85.09,-3.56
SUGAR & ALLIED INDUSTRIES,The Premier Sugar Mills,2026-07-20,PMRS,524,529.82,524,512,835,260,1.99B,3.75M,387.66K,1.31K,10.34,0,-300.03,-3.27,0.45,-1.77,-0.11
VANASPATI & ALLIED INDUSTRIES,Punjab Oil Mills Limited,2026-07-20,POML,160.01,161.77,168,160.01,240.95,113.11,1.26B,7.76M,3.11M,3.47K,40,,,,,,
CEMENT,Power Cement Limited,2026-07-20,POWER,20.75,20.65,20.75,20,24.26,13.65,26.65B,1.29B,452.11M,1.02M,35.03,0,2.24,8.78,1.13,9.21,0.15
OIL & GAS EXPLORATION COMPANIES,Pakistan Petroleum Limited,2026-07-20,PPL,217.69,220.17,222.15,217.03,284.6,163.5,599.08B,2.72B,669.51M,4.49M,24.61,3.86,28.99,33.84,0.8,7.59,
"PAPER, BOARD & PACKAGING",Pakistan Paper Products Limited,2026-07-20,PPP,135,135.01,138.49,133.01,279,91,1.08B,8M,4M,5.33K,50,3.7,17.67,7.84,0.59,7.64,0.31
INSURANCE,Pak Qatar General Takaful Limited,2026-07-20,PQGTL,14.31,14.46,14.63,13.5,19.8,10.25,1.46B,101.11M,40.44M,139.41K,40,,,,,,
FOOD & PERSONAL CARE PRODUCTS,At-Tahur Limited,2026-07-20,PREMA,31.1,31.01,31.28,30.5,56.38,23,6.78B,218.64M,65.59M,859.57K,30,0,2.73,9.01,1.12,11.34,0.24
REFINERY,Pakistan Refinery Limited,2026-07-20,PRL,44.29,49.05,49.05,43.95,49.05,23.2,30.9B,630M,227.29M,25.59M,36.08,0,19.07,3.89,0.8,2.57,0.01
MISCELLANEOUS,Pakistan Services Limited,2026-07-20,PSEL,919.25,894.89,919.25,885.05,1635,799,29.11B,32.52M,30.82M,883.4,94.76,0,5.58,1.22,0.65,160.36,5.57
OIL & GAS MARKETING COMPANIES,Pakistan State Oil Company Limited,2026-07-20,PSO,346,346.52,347.75,342.2,506.75,320.11,162.68B,469.47M,234.74M,2.03M,50,2.89,92.73,1.35,0.56,3.74,0.03
SYNTHETIC & RAYON,Pakistan Synthetics Limited,2026-07-20,PSYL,153,143.1,156,139.61,158,52.26,19.85B,138.7M,6.93M,2.72K,5,0,3.38,3.07,3.95,42.29,1.19
AUTOMOBILE PARTS & ACCESSORIES,Panther Tyres Ltd.,2026-07-20,PTL,56.7,55.7,57.5,54.75,65.88,45.12,9.36B,168M,42M,2.32M,25,7.18,6.4,3.09,1.16,8.71,
TECHNOLOGY & COMMUNICATION,Quantum Data Technologies Limited,2026-07-20,QTECH,49.69,50.68,52.51,48.32,57.8,23.1,6.16B,121.58M,30.39M,2.89M,25,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Quice Food Industries Limited,2026-07-20,QUICE,33.85,33.4,34.35,33.2,46.06,7.51,3.29B,98.46M,68.92M,826.8K,70,,,,,,
TEXTILE COMPOSITE,Redco Textiles Limited,2026-07-20,REDCO,31.03,30.15,32,30,40.4,14.9,1.49B,49.29M,2.46M,6.28K,5,,,,,,
TEXTILE COMPOSITE,Reliance Weaving Mills Limited,2026-07-20,REWM,163,176.38,180,163,244.05,96.02,5.43B,30.81M,10.78M,1.37K,35,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Rafhan Maize Products Company Limited,2026-07-20,RMPL,9299.99,9269.67,9323.99,9102.1,13565.64,8500,85.62B,9.24M,461.82K,87.6,5,5.11,715.93,9.02,2.74,12.95,3.23
"PAPER, BOARD & PACKAGING",Roshan Packages Limited,2026-07-20,RPL,16.3,16.45,16.6,16,25.05,12,2.33B,141.9M,44.42M,712.32K,31.3,0,0.13,0.16,0.26,130.56,-34.65
SYNTHETIC & RAYON,Rupali Polyester Limited,2026-07-20,RUPL,30.99,29.69,30.99,29.59,42.79,23.11,1.01B,34.07M,10.22M,4.3K,30,0,-20.94,-21.91,0.18,-1.42,0.03
SUGAR & ALLIED INDUSTRIES,Sanghar Sugar Mills Limited,2026-07-20,SANSM,0,121.59,0,0,148.99,0,1.45B,11.95M,6.57M,112.2,55,0,15.39,3.07,0.45,7.9,0.07
TEXTILE COMPOSITE,Sapphire Textile Mills Limited,2026-07-20,SAPT,1499.95,1485.8,1499.95,1480,1606,1164,32.23B,21.69M,2.17M,49,10,0.67,387.04,5.77,0.4,3.84,0.25
CHEMICAL,Sardar Chemical Industries Limited,2026-07-20,SARC,109.4,107.14,112,102,120.32,46.68,642.84M,6M,2.7M,72.72K,45,,,,,,
SUGAR & ALLIED INDUSTRIES,Sindh Abadgars Sugar Mills Limited,2026-07-20,SASML,370,366.01,399,365.01,469.49,70.9,3.82B,10.43M,2.61M,281.4,25,0.55,6.09,1.12,1.43,60.14,2.24
AUTOMOBILE ASSEMBLER,Sazgar Engineering Works Limited,2026-07-20,SAZEW,1979,1975.15,1980,1960,2487,1151,119.39B,60.45M,21.16M,224.65K,35,3.54,303.75,12.89,3.36,6.5,0
FOOD & PERSONAL CARE PRODUCTS,Shield Corporation Limited,2026-07-20,SCL,750.07,750.07,750.07,750.07,1125,288,2.93B,3.9M,195K,332.6,5,0,-53.91,-8.05,9.44,-13.91,1.05
PHARMACEUTICALS,The Searle Company Limited,2026-07-20,SEARL,90,92.69,93.2,89.05,137.44,76.37,54.52B,588.22M,294.11M,2M,50,0,2.04,6.01,1.59,45.52,178.64
POWER GENERATION & DISTRIBUTION,Sitara Energy Limited,2026-07-20,SEL,28.26,29.03,30.8,28.26,45.56,11.01,554.24M,19.09M,10.5M,14.39K,55,,,,,,
TECHNOLOGY & COMMUNICATION,Select Technologies Limited,2026-07-20,SELECT,29.93,29.27,29.94,28.9,33.6,28.6,26.02B,888.89M,88.89M,2.76M,10,,,,,,
TEXTILE SPINNING,Service Industries Textiles Limited,2026-07-20,SERT,56.04,56.04,67.5,56.04,84.49,19.17,772.66M,13.79M,2.07M,492.26K,15,,,,,,
LEATHER & TANNERIES,Service GlobalFootwear Limited,2026-07-20,SGF,114.55,116.58,117,114.55,141.89,71.51,24.07B,206.47M,51.62M,232.2K,25,1.72,11.16,12.03,2.71,10.45,
POWER GENERATION & DISTRIBUTION,S.G. Power Limited,2026-07-20,SGPL,87.83,87.83,87.83,87.83,129.07,7.2,1.57B,17.83M,16.05M,1.52M,90,,,,,,
TEXTILE SPINNING,Shadman Cotton Mills Limited,2026-07-20,SHCM,50.5,50.99,54.74,47.65,96.58,30.52,899.3M,17.64M,1.76M,11.5K,10,,,,,,
TEXTILE SPINNING,Shadab Textile Mills Limited,2026-07-20,SHDT,56,56.2,58.5,56,81,36.46,1.28B,22.85M,8M,147.99K,35,,,,,,
MISCELLANEOUS,Shifa International Hospitals Limited,2026-07-20,SHFA,526,525.31,533,520,615.28,424.13,33.21B,63.21M,28.45M,20.4K,45,0.95,41.05,8.72,2,12.8,0.26
SUGAR & ALLIED INDUSTRIES,Shahmurad Sugar Mills Limited,2026-07-20,SHSML,383,356.12,395,347,549,326,7.52B,21.12M,7.39M,16.09K,35,5.62,41.33,4.41,0.59,8.62,0.85
CABLE & ELECTRICAL GOODS,Siemens (Pakistan) Engineering,2026-07-20,SIEM,1532.89,1533.99,1532.89,1532.89,1740,1335,12.65B,8.25M,412.35K,32.2,5,0,31.37,2.85,2.04,48.9,-2.55
MODARABAS,Sindh Modaraba,2026-07-20,SINDM,23,22.26,23.25,22.22,41.25,12,1B,45M,4.5M,13.44K,10,,,,,,
CHEMICAL,Sitara Chemical Industries Limited,2026-07-20,SITC,800.02,782.3,807,770,1060,553.3,16.76B,21.43M,6.43M,5.71K,30,1.41,65.36,4.3,0.84,11.97,0.77
TRANSPORT,Secure Logistics-Trax Group Limited,2026-07-20,SLGL,16.29,16.09,16.29,15.7,26.5,13,6.79B,421.79M,126.54M,2.94M,30,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Service Long March Tyres Limited,2026-07-20,SLM,24,24.1,24.16,23.6,26.25,21.95,187.85B,7.79B,779.48M,4.4M,10,,,,,,
CEMENT,Safe Mix Concrete Limited,2026-07-20,SMCPL,42.45,41.24,42.45,41,57.3,23.52,1.03B,25M,7.5M,18.35K,30,,,,,,
TEXTILE SPINNING,Sana Industries Limited,2026-07-20,SNAI,37.05,38.79,38.79,36,43.9,24.5,774.44M,19.96M,6.99M,877.2,35,0,6.54,5.84,1.08,5.93,-0.57
OIL & GAS MARKETING COMPANIES,Sui Northern Gas Pipelines Limited,2026-07-20,SNGP,103.15,106.13,107.55,103.15,142.6,83.2,67.31B,634.22M,253.69M,3.42M,40,2.83,22.94,1.17,0.85,4.63,-0.83
"PAPER, BOARD & PACKAGING",SPEL Limited,2026-07-20,SPEL,48.36,47.79,48.36,47,83.5,32.91,9.55B,199.74M,39.95M,1.25M,20,2.51,6.37,13,1.42,7.5,0.17
OIL & GAS MARKETING COMPANIES,Sitara Petroleum Service Limited,2026-07-20,SPSL,17.81,17.53,17.88,17.12,23.45,17.12,29.45B,1.68B,335.98M,5.64M,20,,,,,,
REAL ESTATE INVESTMENT TRUST,Signature Residency Reit,2026-07-20,SRR,16.25,16.14,16.25,16,21,15.26,532.62M,33M,13.2M,69.75K,40,,,,,,
LEATHER & TANNERIES,Service Industries Limited,2026-07-20,SRVI,2038,2030.06,2038,2011.1,2464,1130,95.39B,46.99M,23.49M,7.89K,50,0.86,223.93,6.65,3.64,9.07,0.09
OIL & GAS MARKETING COMPANIES,Sui Southern Gas Company Limited,2026-07-20,SSGC,28.75,29.14,29.32,27.9,46.23,19.02,25.67B,880.92M,336.86M,7.76M,38.24,1.72,-2.87,-0.65,1.95,-10.17,88
VANASPATI & ALLIED INDUSTRIES,S.S.Oil Mills Limited,2026-07-20,SSOM,456.7,467.09,475,454,1140,351.1,2.64B,5.66M,1.4M,14.38K,24.69,,,,,,
GLASS & CERAMICS,Shabbir Tiles & Ceramics Limited,2026-07-20,STCL,11.2,11.07,11.2,11,19.4,8.55,2.65B,239.32M,131.63M,245.34K,55,0,-4.03,-8,1.52,-2.75,0.14
TEXTILE WEAVING,Shahtaj Textile Limited,2026-07-20,STJT,138,138.03,144.31,138,162,70,1.33B,9.66M,1.45M,450.2,15,3.98,27.72,4.42,0.54,4.98,0.46
TECHNOLOGY & COMMUNICATION,Supernet Technologies Limited,2026-07-20,STL,40.34,39.61,40.34,39.49,2231.81,39.49,4.26B,107.62M,43.05M,1.82M,40,,,,,,
TEXTILE COMPOSITE,Shams Textile Mills Limited,2026-07-20,STML,58.17,63.98,63.99,53.11,63.99,22.8,552.79M,8.64M,2.59M,29.81K,30,0,-6.99,-1.76,0.72,-9.15,0.62
APPAREL,Stylers International Limited,2026-07-20,STYLERS,52,52.31,52,51,61.12,36,25.57B,488.83M,24.44M,21.54K,5,2.87,2.28,5.99,1.88,22.98,
TEXTILE COMPOSITE,Suraj Cotton Mills Limited,2026-07-20,SURC,137.99,136.51,138,123.3,152.48,88,6.66B,48.81M,9.76M,6.26K,20,3.66,29.17,5.06,0.46,4.68,0.79
