date,symbol,price_open,price_close,price_high,price_low,high_52wk,low_52wk,market_cap,shares_outstanding,float_shares,weekly_avg_volume,free_float_pct,dividend_yield,eps,net_income_margin,price_to_book,price_to_earnings,peg_ratio
2026-07-18,SURC,140,137,140,136.99,152.48,88,6.69B,48.81M,9.76M,3.96K,20,3.65,29.17,5.06,0.46,4.7,0.81
2026-07-18,SYM,11.46,11.19,11.59,11.01,17.04,9.01,3.19B,285.25M,156.89M,1.86M,55,,,,,,
2026-07-18,SYS,141.12,137.11,142.45,136.12,174.4,105.98,202.02B,1.47B,957.71M,1.4M,65,1.46,7.86,13.4,3.27,17.43,0.23
2026-07-18,SZTM,104,100.51,109,98.1,127.25,36,1.81B,17.97M,1.8M,83.85K,10,,,,,,
2026-07-18,TATM,133,128.73,133.56,127.22,311,82,7.21B,55.99M,11.2M,36.77K,20,,,,,,
2026-07-18,TCORP,22.23,22.89,22.99,22.21,31.87,15.62,1.52B,66.21M,23.17M,49.53K,35,0,0.85,0.7,0.4,26.85,-1.46
2026-07-18,TELE,9.08,8.76,9.08,8.7,14.09,6.22,2.97B,338.62M,326M,7.67M,96.27,0,0.51,1.67,0.67,17.25,0.72
2026-07-18,TGL,195,189.92,195,188,291.5,128,32.7B,172.17M,68.87M,231.68K,40,3.69,24.49,13.38,1.33,7.76,0.25
2026-07-18,THCCL,67,67.63,69.8,65.1,103.5,42.52,33.72B,498.59M,174.51M,6.48M,35,0,7.24,24.4,3.31,9.34,0.05
2026-07-18,TICL,1038,981.39,1038,951.1,1270,371.99,14.74B,15.02M,226.46K,804.8,1.51,1.73,182.06,7.68,1.2,3.36,0.31
2026-07-18,TOMCL,39.69,37.93,39.8,37.75,75.85,28.3,7.45B,196.34M,107.99M,2.23M,55,0,1.84,2.74,1.13,20.62,2.25
2026-07-18,TOWL,125.66,123.42,126.55,122,195.95,92.5,2.1B,17M,3.4M,8.08K,20,,,,,,
2026-07-18,TPLRF1,10.2,10.09,10.5,10,18.39,7.5,18.52B,1.83B,1.38B,15.58M,75,,,,,,
2026-07-18,TREET,23.19,22.8,23.19,22.75,37,19.55,8.46B,371.03M,185.51M,2.2M,50,0,1.29,1.81,1.04,17.61,0.49
2026-07-18,TRSM,15.98,15.49,16.1,15.15,71.65,8,461.6M,29.8M,23.84M,842.36K,80,,,,,,
2026-07-18,UBDL,24.85,23.65,24.85,23.26,34.5,20.01,2.17B,91.8M,4.59M,6.98K,5,,,,,,
2026-07-18,UDLI,18.33,17.92,18.33,17.62,25.5,8.31,629.36M,35.12M,14.05M,58.27K,40,,,,,,
2026-07-18,UDPL,121,122.04,123.65,121,168.99,70.5,4.3B,35.27M,5.29M,19.77K,15,,,,,,
2026-07-18,UNITY,10.37,10.11,10.48,9.88,31.74,7.51,12.07B,1.19B,537.32M,5.72M,45,0,1.6,2.34,0.65,6.32,0.11
2026-07-18,UPFL,25302,25229,25490,25229,36971.47,22562.78,160.71B,6.37M,521.22K,45.6,8.18,5.78,1001.9,14.74,18.96,25.18,1.02
2026-07-18,WAFI,188.79,184.28,188.92,183.52,260,165,39.44B,214.02M,32.1M,127.42K,15,,,,,,
2026-07-18,WAHDAT,17.98,17.55,17.98,17.49,21.78,16.61,5.88B,335.22M,83.81M,357.69K,25,,,,,,
2026-07-18,WAHN,298,291.36,298,291,435,225.23,2.62B,9M,3.15M,3.81K,35,3.43,51.77,9.43,0.91,5.63,0.36
2026-07-18,WASL,6.14,5.99,6.14,5.87,6.14,4.31,962.7M,160.72M,96.43M,2.29M,60,,,,,,
2026-07-18,WAVES,10.64,10.6,10.88,10.44,16.95,8.02,2.98B,281.41M,196.98M,1.53M,70,0,1,5.91,0.3,10.55,-2.17
2026-07-18,ZAHID,88.98,84.86,90.89,84,161,32.69,16.24B,191.42M,5.94M,282.61K,3.11,0,7.93,3.96,0.74,10.7,0.82
2026-07-18,ZAL,41,40.2,41.29,40,79.5,23.11,10.55B,262.5M,65.62M,741.1K,25,,,,,,
2026-07-18,ZIL,370,346.22,370,345,722,300,2.12B,6.12M,306.13K,599.4,5,,,,,,
2026-07-18,ZTL,20.8,20.06,20.8,18.65,24.48,9.75,1.19B,59.43M,14.86M,139.1K,25,0,-0.82,-0.65,0.48,-24.52,3.17
2026-07-20,ABOT,947.99,935.19,947.99,930,1304,821,91.56B,97.9M,21.17M,31.84K,21.63,4.28,84.85,10.97,2.72,11.02,0.63
2026-07-20,ACPL,225.01,223.6,227.94,222,325.01,205,30.73B,137.43M,13.74M,96.98K,10,3.8,20.97,6.74,1.29,10.66,0.78
2026-07-20,ADAMS,69.49,67.61,69.49,65.91,90.98,57.25,1.17B,17.29M,3.46M,9.99K,20,5.92,9.29,1.54,0.23,7.28,-6.07
2026-07-20,AGIL,155,154.1,155,153.1,198,121.2,5.55B,36M,21.6M,4.55K,60,1.14,24.75,5.37,0.83,6.23,0.48
2026-07-20,AGP,193,193.33,194,190,258.67,163,54.13B,280M,84M,285.96K,30,4.14,13.41,13.14,3.32,14.42,0.26
2026-07-20,AGTL,376.1,369.75,384.9,368,497,288,21.43B,57.96M,3.67M,16.03K,6.34,0,35.36,8.63,1.91,10.46,1.29
2026-07-20,AHTM,85.51,100.21,100.21,85.51,134.15,60,848.93M,8.47M,1.27M,2.9K,15,1.5,12.65,2.07,0.35,7.92,-2.38
2026-07-20,AIRLINK,138.01,136.17,139,134.99,199,118,53.82B,395.27M,118.58M,1.16M,30,6.61,14.02,6.35,2.94,9.71,
2026-07-20,AKGL,0,49.95,0,0,68.75,0,499.5M,10M,1M,293.5,10,,,,,,
2026-07-20,ALNRS,135,135.18,137,130.1,144,82,2.77B,20.47M,4.09M,2.1K,20,2.96,13.88,1.67,0.38,9.74,3.93
2026-07-20,ANL,10.03,10.1,10.25,9.91,13.7,8.01,4.9B,485.41M,242.7M,313.04K,50,0,1.6,1.96,0.32,6.3,0.39
2026-07-20,ANTM,56,53.61,57.82,51.5,66.38,20.81,517.87M,9.66M,1.45M,6.33K,15,,,,,,
2026-07-20,ARCTM,38.99,37.53,39,37,46.98,24.14,494.45M,13.17M,2.7M,38.26K,20.52,,,,,,
2026-07-20,ARPL,376,376.01,379.98,370,535,325,13B,34.56M,8.64M,7.47K,25,7.98,38.21,4.75,2.68,9.84,4.73
2026-07-20,ASHT,32.01,32.01,33.99,32,70,13.64,1.49B,46.57M,2.33M,3.92K,5,,,,,,
2026-07-20,ASL,12.46,12.67,12.79,12.2,15.94,8.51,11.79B,930.78M,279.24M,2.86M,30,0,0.07,0.28,1.18,182.04,-13.32
2026-07-20,ASTM,23.75,25.68,26.5,22.8,41.94,12,389.75M,15.18M,2.28M,168.72K,15,,,,,,
2026-07-20,ATBA,209.5,208.97,209.5,207.1,311.98,169.02,7.32B,35.02M,8.75M,9.1K,25,0,2.24,0.23,0.93,93.43,454.96
2026-07-20,ATRL,890.2,936.98,952,890,1005,597.1,99.9B,106.62M,42.65M,893.59K,40,0.8,180.56,6.62,0.58,5.19,-0.01
2026-07-20,AVN,33,32.7,33,32.11,54.3,26.5,14.05B,429.67M,150.38M,380.42K,35,3.06,1.02,2.52,0.93,32.05,-11.7
2026-07-20,AWTX,1707.25,1552.05,1707.25,1707.25,1707.26,1270,1.24B,800K,4.5K,0,0.56,0,9.84,0.15,0.99,157.81,-19.42
2026-07-20,BAFS,459.39,460.42,460.42,459.39,474.51,64,4.35B,9.45M,472.5K,4.56K,5,0.43,60.89,8.1,2.12,7.56,0.05
2026-07-20,BATA,960.18,957.45,969.98,957,1750,875,7.24B,7.56M,1.79M,794.4,23.67,0,-368,-15.26,2.4,-2.6,0.12
2026-07-20,BBFL,42.7,42.49,42.79,42.05,57.35,34,12.7B,298.91M,115.24M,756.33K,38.55,,,,,,
2026-07-20,BCL,72.01,72.01,72.01,70.2,130.44,56.02,826.14M,11.47M,6.31M,13.58K,55,0,-1.36,-1.1,2.59,-53.12,4.16
2026-07-20,BECO,5.17,5.19,5.2,5.12,73.6,3.9,6.49B,1.25B,437.37M,2.82M,35,,,,,,
2026-07-20,BERG,101,100.44,101.73,98,141,80.65,2.47B,24.55M,9.82M,152.5K,40,4.98,12.44,3.37,0.65,8.07,
2026-07-20,BFAGRO,34.1,33.45,34.1,33.1,49.25,29.03,10.37B,309.99M,77.5M,449.44K,25,,,,,,
2026-07-20,BFBIO,131,131,133,130,189.97,124,11.57B,88.33M,26.5M,125.27K,30,,,,,,
2026-07-20,BFMOD,22.57,23.28,24.79,21.58,38.84,10,174.95M,7.52M,2.63M,122.78K,35,,,,,,
2026-07-20,BHAT,780.02,806.37,780.02,780.02,1040,726.06,2.45B,3.04M,152.05K,346.2,5,0,30.09,0.28,0.23,26.8,3.78
2026-07-20,BIFO,119,118.94,120,117.1,207.1,79.1,5.52B,46.38M,16.23M,87.46K,35,6.31,9.41,12.78,1.69,12.64,0.59
2026-07-20,BIPL,26.5,26.89,26.99,26.5,44.1,23.6,29.81B,1.11B,166.31M,711.15K,15,10.23,3.87,5.45,0.64,6.94,
2026-07-20,BLUEX,7.4,7.18,7.4,7.08,80.85,4.9,2.04B,284.28M,113.71M,11.73M,40,,,,,,
2026-07-20,BNL,6.64,6.48,6.64,6.35,170.73,6.35,4.33B,668.05M,434.23M,2.15M,65,0,0.67,5.69,1.48,9.71,0.6
2026-07-20,BNWM,67.8,66.91,67.8,65.1,91.89,50,636.06M,9.51M,4.75M,8.76K,50,0,-9.58,-7,0.19,-6.98,-0.3
2026-07-20,BPL,54.7,55.1,55.95,53,80.97,20.01,1.24B,22.49M,6.75M,30.84K,30,,,,,,
2026-07-20,BRRG,45.1,48,47.99,45.1,53.77,27.53,4.56B,95.01M,47.5M,15.06K,50,,,,,,
2026-07-20,BTL,950.01,1015.74,950.1,950,1580,275.01,6.53B,6.43M,321.6K,69.75,5,0,-35.67,-0.77,0.86,-28.47,
2026-07-20,BUXL,183,173.04,183,172,274.4,133.02,249.18M,1.44M,576K,4.48K,40,0,-17.12,-4.42,1.53,-10.11,0.12
2026-07-20,BWHL,231,227.29,231,227,257.92,147,3.03B,13.33M,7.33M,20.5K,55,7.48,29.35,14.67,1.28,7.74,0.06
2026-07-20,CCM,59.05,59.05,59.05,56.3,68.88,34.4,1.34B,22.66M,10.2M,96.99K,45,0,2.96,-0.18,0.19,19.94,-0.91
2026-07-20,CEPB,28.45,28.53,28.88,27.82,46.7,24.59,11.46B,401.71M,120.51M,517.3K,30,0,-1.87,-1.96,0.88,-15.26,1.02
2026-07-20,CFL,60,58.89,60,60,94.01,45.1,731.29M,12.42M,3.73M,650,30,0,-49.59,-18.39,0.19,-1.19,0.03
2026-07-20,CHAS,109.99,107.39,113,106.98,160.49,56.01,3.08B,28.69M,4.3M,18.88K,15,0,-57.51,-5.08,0.3,-1.87,-0.16
2026-07-20,CHCC,308.7,312.68,318,303.34,390,225,60.75B,194.3M,116.58M,264.56K,60,1.76,37.91,19.73,1.62,8.25,0.31
2026-07-20,CLOV,7.5,7.65,7.76,7.35,88.64,6.59,2.98B,389.29M,214.11M,1.87M,55,0,0.61,4.44,4.09,12.52,-0.31
2026-07-20,CNERGY,9.7,10.61,10.72,9.57,10.72,5.87,58.29B,5.49B,1.37B,79.26M,25,0,2.78,4.49,0.26,3.81,0.06
2026-07-20,COLG,1236,1233.22,1239.99,1203.81,1335,1050,299.39B,242.77M,24.28M,5.45K,10,4.74,73.22,14.79,8.2,16.84,0.36
2026-07-20,CPHL,74.51,74.99,75.48,73.11,104.25,69.25,17.13B,228.46M,114.23M,769.94K,50,4.67,4.8,7.92,1.56,15.62,
2026-07-20,CPPL,106.49,106,106.5,104.26,126.15,64.79,5.2B,49.1M,29.46M,355.74K,60,2.83,1.5,0.52,0.6,70.69,-5.33
2026-07-20,CRTM,77.96,78.75,80,77.96,96.5,16.6,7.88B,100M,60M,26.41K,60,0,1.31,0.69,0.62,60.22,-8.31
2026-07-20,CSAP,104,102.75,104,102,143.5,78.25,7.98B,77.63M,34.93M,251.57K,45,7.3,5.08,4.79,0.89,20.21,2.93
2026-07-20,DAAG,87.9,88,87.9,81.05,120.25,52,352M,4M,970.7K,1.12K,24.27,,,,,,
2026-07-20,DADX,97.99,95.7,97.99,89.02,121.88,42.75,1.03B,10.76M,538.2K,969,5,0,-30.29,-37.21,3.97,-3.16,0.05
2026-07-20,DCL,10.8,10.79,10.98,10.55,16.31,6.61,5.87B,544.11M,190.44M,2.35M,35,0,-2.37,-4.8,0.24,-4.55,0.04
2026-07-20,DCR,38.4,38.42,38.45,37.9,41.8,27.9,85.43B,2.22B,555.92M,557.46K,25,6.72,2.31,78.71,1.12,16.63,
2026-07-20,DFSM,17.18,16.5,17.18,16.15,35.24,3.75,1.61B,97.75M,34.21M,4.61M,35,,,,,,
2026-07-20,DGKC,205.15,209.9,211,203,275.75,145.1,91.96B,438.12M,219.06M,5.03M,50,0.95,27.64,14.23,0.82,7.59,0.26
2026-07-20,DINT,68.15,67.02,68.15,67,102.76,41.36,3.52B,52.47M,7.87M,1.87K,15,0,-3.91,-0.63,0.5,-17.13,-1.79
2026-07-20,DMC,207.98,197.53,207.99,181.01,351.9,43.05,602.94M,3.05M,915.73K,647.6,30,,,,,,
2026-07-20,DNCC,18.1,17.3,18.19,16.99,28.07,14,5.47B,316.36M,94.91M,64.01K,30,0,-0.39,-1.76,2.64,-44.02,-0.31
2026-07-20,DOL,30.67,29.56,30.69,29.26,41,25.36,5.17B,175.03M,52.51M,203.02K,30,13.53,2.55,8.79,1.73,11.61,-3.96
2026-07-20,DYNO,345.12,344.13,350.99,341.01,366.9,254.3,6.49B,18.87M,12.27M,23.32K,65,4.72,55.14,7.33,1.19,6.24,0.69
2026-07-20,ECOP,50.6,50.42,51.25,48.65,78.25,33.82,2.43B,48.26M,36.19M,91.98K,75,3.97,7.67,5.37,1.34,6.57,0.16
2026-07-20,EFERT,191.5,191.07,191.5,189.9,263.3,187,255.14B,1.34B,600.88M,1.02M,45,7.72,17.26,9.42,5.97,11.07,-1.58
2026-07-20,ELCM,217,216.01,229,216.01,343.44,124,280.81M,1.3M,260K,617.4,20,0,-24.15,-3.34,4.14,-8.94,0.16
2026-07-20,ELSM,115,122.59,115,113.5,138,99,1.34B,10.95M,3.29M,410,30,3.26,3.97,0.28,0.31,30.85,-27.83
2026-07-20,EMCO,48.65,51.79,53,48.65,98.89,31.29,1.81B,35M,10.5M,99.28K,30,,,,,,
2026-07-20,ENGROH,274,276.71,277.9,272.61,302.5,205.25,333.22B,1.2B,903.17M,3.16M,75,0,53.18,10.18,,5.2,0.31
2026-07-20,EPCL,32.68,33.27,33.57,32.5,39.32,27.01,30.24B,908.92M,227.23M,1.37M,25,0,-2.97,-3.28,1.46,-11.19,1.01
2026-07-20,EPQL,25.61,25.8,26.15,25.2,34.98,22.3,8.35B,323.8M,161.9M,408.12K,50,45.54,1.86,5.05,0.73,13.85,-4.88
2026-07-20,EXIDE,517,518.35,520,501.55,900,365,4.03B,7.77M,1.94M,4.74K,25,0.96,55.53,2.2,0.54,9.33,
2026-07-20,FABL,97.55,98.95,99.5,96.2,106,69.33,150.18B,1.52B,531.19M,804.59K,35,6.57,15.03,11.4,1.32,6.59,
2026-07-20,FANM,7.6,7.71,8.15,7.22,10.83,4.25,178.1M,23.1M,11.55M,553.69K,50,,,,,,
2026-07-20,FASM,311.01,310.84,364.23,310,430,240.02,3.11B,10M,1M,2.72K,10,0,-52.85,-1.19,0.3,-5.88,-1.57
2026-07-20,FATIMA,156,156.39,157.99,154,192.8,106.5,328.42B,2.1B,315M,1.45M,15,6.07,17.58,13.62,1.9,8.9,0.24
2026-07-20,FCCL,53,53.74,54.2,52.13,62.84,36.26,131.82B,2.45B,858.5M,7.42M,35,2.33,5.99,16.04,1.43,8.97,0.08
2026-07-20,FCEPL,101.6,102.5,102.9,100,118.01,63.86,78.58B,766.6M,76.66M,338.67K,10,3.41,4.51,3.23,4.18,22.73,0.65
2026-07-20,FCL,23.9,24.03,24.1,23.66,28.56,19.65,15.49B,644.58M,161.14M,827.68K,25,,,,,,
2026-07-20,FECM,18.19,17.75,18.19,17,57.06,11.75,201.28M,11.34M,8.51M,11.34K,75,,,,,,
2026-07-20,FECTC,104,102.96,104,100.1,195.75,72,5.16B,50.16M,12.54M,125.74K,25,1.94,14,5.6,1.02,7.35,-0.06
2026-07-20,FEM,11.2,11.58,11.64,10.8,17.7,4.8,607.26M,52.44M,36.71M,94.63K,70,,,,,,
2026-07-20,FEROZ,386.48,389,395,371.2,475,293.01,16.91B,43.47M,17.39M,10.22K,40,1.03,21.66,4.15,1.31,17.96,0.79
2026-07-20,FFC,549.5,551.43,553.49,543.5,685,425,793.52B,1.44B,791.46M,1.76M,55,6.98,59.83,16.49,2.91,9.22,0.14
2026-07-20,FFL,16.5,16.46,16.55,16.21,23.93,14,41.48B,2.52B,503.99M,2.78M,20,0,0.44,3.79,3.79,37.02,-0.11
2026-07-20,FFLM,15.06,14.27,15.06,13.9,27.23,4.4,376.92M,26.41M,17.17M,571.49K,65,,,,,,
2026-07-20,FHAM,33.19,32.9,33.58,30.55,39.49,23.81,3.65B,110.83M,94.21M,9.71K,85,6.84,7.53,17.05,0.6,4.37,0.11
2026-07-20,FIBLM,12.6,13.88,13.88,12,22.24,5.51,301.02M,21.69M,10.84M,304.75K,50,0,0.94,43.94,1.2,14.82,0.38
2026-07-20,FIMM,215,200,215,215,397.69,173.39,600M,3M,900K,227.4,30,,,,,,
2026-07-20,FLYNG,42.9,42.8,42.9,42.24,61,39.2,29.74B,694.8M,104.22M,23.58K,15,0,1.29,5.99,2.31,33.13,0.12
2026-07-20,FML,57,55.8,57.01,52.51,86,34.05,22.29B,399.41M,39.94M,99.68K,10,0,0.46,0.27,0.66,121.17,-26.71
2026-07-20,FPJM,10.9,10.55,11.49,9.94,14.99,4.23,358.91M,34.02M,13.61M,3.03M,40,0,-3.22,-38.72,-0.77,-3.28,0.45
2026-07-20,FPRM,13.5,13.46,13.5,13,16.99,9,185.59M,13.79M,6.2M,56.86K,45,,,,,,
2026-07-20,FRCL,106,105.79,109.99,103.04,118.45,38.31,4.01B,37.87M,1.89M,3.93K,5,,,,,,
2026-07-20,FRSM,46.26,47.37,48.85,46.26,63.48,34.22,1.87B,39.51M,11.85M,3.94K,30,0,17.31,5.93,0.85,2.74,0.03
2026-07-20,FTMM,16.31,16.28,16.44,15.5,23.75,11.14,3.18B,195.6M,9.78M,3.28K,5,9.21,0.5,2.47,1.14,32.84,-1.47
2026-07-20,FTSM,32.35,32.08,32.5,30.02,57,11.52,678.91M,21.16M,8.47M,9.73K,40,,,,,,
2026-07-20,FZCM,250,250.14,254,250,376,185.52,7.5B,30M,3M,1.58K,10,0,3.02,0.1,0.15,82.9,40.06
2026-07-20,GADT,283.01,276.3,283.01,275,530,215,7.74B,28.03M,8.41M,11.27K,30,0,43.77,1.72,0.31,6.31,0.54
2026-07-20,GAL,561.16,576.42,578.89,556.7,633,291,32.86B,57M,22.8M,1.12M,40,1.73,117.24,12.52,1.71,4.92,0
2026-07-20,GATI,85,84.63,86.25,83.11,167.2,62.55,9.2B,108.73M,16.31M,9.6K,15,0,-10.67,-4.01,0.78,-7.93,-5.52
2026-07-20,GATM,27,26.95,27,26.3,40.7,16.5,19.94B,740.06M,185.01M,1.34M,25,0,2.72,1.18,0.39,9.92,0.83
2026-07-20,GCIL,36.25,36.26,36.6,35,40.6,23.81,20.68B,570.45M,228.18M,3.45M,40,0,5.27,33.37,,6.88,
2026-07-20,GCWL,16.13,16.09,16.15,15.8,25.15,11.75,4.02B,250.14M,111.05M,1.03M,44.39,,,,,,
2026-07-20,GDL,18.69,18.56,18.7,18,33,17.98,7.97B,429.2M,107.3M,1.04M,25,,,,,,
2026-07-20,GEMBCEM,11.3,11.25,11.3,11.25,14.5,9.64,1.12B,100M,25M,2.7K,25,,,,,,
2026-07-20,GEMMEL,27.2,24.73,27.2,27.2,39,19.1,4.8B,194.1M,19.41M,94.67,10,,,,,,
2026-07-20,GEMPACRA,36,39.62,36,36,49,22,2.95B,74.53M,7.45M,1,10,,,,,,
2026-07-20,GEMPAPL,11.75,11.75,11.75,11.75,19,9,235M,20M,15M,1.04K,75,,,,,,
2026-07-20,GFIL,31,31.24,31.37,30.6,35.18,11.1,1.02B,32.64M,3.26M,15.89K,10,,,,,,
2026-07-20,GGGL,8.85,8.97,9.01,8.7,14.47,6.7,2.15B,240M,120M,576.81K,50,0,0.54,4.51,0.73,16.74,0.76
2026-07-20,GGL,23.4,23.82,23.99,23.22,31.31,14.1,8.44B,354.12M,177.06M,2.02M,50,0,9.78,31.53,1.04,2.44,0.05
2026-07-20,GHGL,38.81,37.72,38.81,37.5,52.25,27.78,37.71B,999.71M,349.9M,151.18K,35,5.3,6.21,13.11,0.93,6.07,0.24
2026-07-20,GHNI,1140,1172.76,1187.99,1101,1285.15,590,49.97B,42.61M,14.91M,450.13K,35,0.85,162.33,11.84,2.72,7.22,0.02
2026-07-20,GIL,0,1000,0,0,0,0,0,0,0,0,0,0.3,15.14,0.25,0,66.03,-14.54
2026-07-20,GLAXO,355,350.47,356.5,349.99,459.94,293.09,111.61B,318.47M,63.69M,321.57K,20,4.85,33,15.6,3.08,10.62,0.18
2026-07-20,GOC,198,210.41,212,191,212,77,1.55B,7.35M,1.1M,50K,15,0.48,4.14,6.12,2.15,50.78,1.73
2026-07-20,GTYR,33.5,33.4,34.85,32.75,49.46,22.26,4.07B,121.93M,48.77M,5.19M,40,0,-6.34,-4.84,0.64,-5.27,0.57
2026-07-20,GVGL,53.01,54.98,55.5,53.01,75,43.65,8.24B,149.94M,29.38M,3.31K,19.59,5.46,6.64,15.54,1.64,8.27,
2026-07-20,GWLC,48.2,48.98,49.38,47.5,77.96,38.75,19.61B,400.27M,40.03M,165.38K,10,3.06,6.74,12.64,0.72,7.26,0.49
2026-07-20,HAEL,28.2,28.1,30.6,27.5,37.96,14.91,365.2M,13M,1.95M,26.14K,15,,,,,,
2026-07-20,HAFL,529.9,500,529.9,500,629.5,283.58,600M,1.2M,42.48K,52.6,3.54,,,,,,
2026-07-20,HALEON,754,757.4,761,749,1010,655,88.66B,117.05M,15.74M,43.91K,13.44,3.96,55.96,15.35,6.09,13.53,0.19
2026-07-20,HCAR,238,240.47,244.49,236,321,147.5,34.34B,142.8M,28.56M,856.02K,20,3.74,22.64,2.64,1.35,10.62,32.55
2026-07-20,HINO,417.89,411.13,417.89,400.02,634.5,264.69,10.2B,24.8M,2.55M,15.86K,10.28,2.65,21.82,4.92,1.68,18.84,0.27
2026-07-20,HINOON,980.13,988.58,990,960.01,1241,755.56,52.38B,52.98M,21.19M,26.16K,40,5.06,75.63,14.32,3.54,13.07,0.29
2026-07-20,HPL,4029.51,4032.14,4097.9,4006,4889.99,2925.66,38.89B,9.64M,964.48K,66.4,10,5.95,317.04,9.84,4.37,12.72,0.28
2026-07-20,HRPL,20.07,20.1,20.39,20.07,37,16.51,804M,40M,8M,68.45K,20,0,-3.09,-5.61,1.08,-6.51,0.28
2026-07-20,HTL,39.54,41.02,41.15,39.51,66.5,31.01,5.71B,139.2M,34.8M,565.68K,25,0,3.83,1.49,0.87,10.72,1
2026-07-20,HUBC,216,218.94,219.88,215.11,249.99,144,284B,1.3B,972.87M,3.33M,75,11.42,34.65,63.41,1.25,6.32,-4.91
2026-07-20,IBFL,285,297.62,299,285,397.32,176.55,92.41B,310.51M,15.53M,1.8K,5,0,-1.49,-0.44,1.61,-199.37,-18.81
2026-07-20,IBLHL,51,50.8,51.47,50.02,85.82,36,5.01B,98.53M,24.63M,167.83K,25,0,2.44,5.36,2.01,20.82,5.24
2026-07-20,ICCI,12.7,13.3,13.99,12.7,17.91,8.61,399.01M,30M,4.5M,35.72K,15,,,,,,
2026-07-20,ICL,138.99,137.84,138.99,132,176,82.06,13.78B,100M,45M,85.62K,45,2.18,13.74,4.34,1.26,10.03,0.39
2026-07-20,IDEAL,50,49.5,54.8,49.28,87.7,15.75,491.04M,9.92M,1.49M,16.71K,15,,,,,,
2026-07-20,IDRT,37.25,37.93,38.89,36,68.08,19.3,753.02M,19.85M,1.99M,27.27K,10,,,,,,
2026-07-20,ILP,99,100.46,100.78,98,110.5,67,140.82B,1.4B,280.34M,1.03M,20,2.99,8.3,6.45,2.31,12.11,0.19
2026-07-20,IMAGE,26.6,26.7,26.95,26.11,32.46,19,6.15B,230.37M,149.74M,787.17K,65,7.49,3.49,17.93,1.27,7.64,
2026-07-20,INIL,167.99,166.33,169,162.5,249,127.3,21.94B,131.88M,59.35M,151.24K,45,3.61,14.32,1.72,0.68,11.62,-3.71
2026-07-20,INKL,94.99,93.27,99.5,91.19,126,30.15,902.39M,9.68M,3.87M,4.03K,40,,,,,,
2026-07-20,IPAK,35.65,35.84,35.97,35.45,38,21.02,26.35B,735.21M,220.56M,488.83K,30,1.59,3.81,7.22,2.06,9.42,
2026-07-20,IREIT,8.05,8.03,8.05,7.92,13.05,7.26,2.22B,275.86M,96.55M,501.06K,35,,,,,,
2026-07-20,ISIL,1967,1936.95,1967,1967,2370,1725.01,128.53B,66.36M,3.32M,332.2,5,0.26,62.5,3.31,4.64,30.99,0.47
2026-07-20,ISL,82.5,82.48,82.9,80.01,135,65.45,35.88B,435M,152.25M,301K,35,5.46,6.93,3.59,1.4,11.9,-2.78
2026-07-20,ITANZ,39.8,40.8,41.9,39.1,41.9,39.1,4.84B,118.6M,48.52M,2.12M,40.91,,,,,,
2026-07-20,ITTEFAQ,9.01,8.85,9.09,8.69,12.64,5.75,1.28B,144.34M,93.82M,11.21M,65,0,-3.91,-27.88,0.44,-2.26,
2026-07-20,JATM,36,35,36.9,34.52,49.08,14.61,441.04M,12.6M,1.89M,11.74K,15,,,,,,
2026-07-20,JDMT,141.07,148.48,152.98,140.02,175,60.1,1.03B,6.92M,2.07M,82.67K,30,,,,,,
2026-07-20,JDWS,913.55,951.02,989,913.55,1026,780,54.95B,57.78M,8.67M,264.4,15,5.26,172.77,7.74,1.41,5.5,0.13
2026-07-20,JSML,62.87,62.51,62.87,61.02,147.5,40.61,2.13B,34.13M,13.65M,83.98K,40,0,5.89,1.94,0.23,10.61,0.33
2026-07-20,JVDC,143.1,144.75,145,141,163.9,65.15,55.13B,380.86M,190.43M,860.49K,50,3.45,10.67,38.34,1.99,13.57,-0.01
2026-07-20,KCL,0,141.37,0,0,195.69,0,2.06B,14.55M,10.91M,257,75,,,,,,
2026-07-20,KEL,7.29,7.28,7.31,7.1,9.58,4.91,201.04B,27.62B,2.76B,31.15M,10,0,0.42,2.19,1.75,17.46,
2026-07-20,KHYT,2259.95,2071.22,2260,2000.1,2689,1131.01,2.54B,1.23M,20.67K,441.4,1.68,,,,,,
2026-07-20,KOHC,96.79,95.11,96.79,90.9,567.99,74,87.44B,919.31M,229.83M,728.98K,25,0,10.62,25.96,1.58,8.95,0.31
2026-07-20,KOHE,15.56,15.75,15.99,15.44,23.49,12.33,2.67B,169.46M,67.78M,72.51K,40,0,3.94,15.83,0.59,3.99,-0.38
2026-07-20,KOHTM,135.35,139,143.99,126.22,210,40,2.89B,20.8M,6.24M,195.46K,30,1.44,14.85,3.65,0.6,9.36,0.22
2026-07-20,KPUS,1684.32,1684.32,1684.32,1684.32,2849.99,115.11,26.98B,16.02M,800.88K,13.13K,5,0,5.5,1.09,6.79,306.25,9.91
2026-07-20,KSBP,242.9,254.82,255.6,239.7,257,155.2,7.87B,30.9M,8.37M,407.16K,27.08,0.39,7.14,3.26,1.85,35.69,3.49
2026-07-20,KTML,46,45.5,46.43,44.11,305,37.02,61.27B,1.35B,269.3M,1.47M,20,0.88,7.94,8.01,0.76,5.73,0.19
